model,test,suite,passed,ground_truth,response
PyGAM,most_important_feature,standard,True,x0,x0
PyGAM,point_prediction,standard,False,10.041,
PyGAM,direction_of_change,standard,False,7.951,
PyGAM,feature_ranking,standard,True,"x0, x1, x2","x0, x1, x2"
PyGAM,threshold_identification,standard,False,0.5,
PyGAM,irrelevant_features,standard,True,"x1, x2, x3, x4 are irrelevant","x1, x4"
PyGAM,sign_of_effect,standard,False,-5.029,
PyGAM,counterfactual_prediction,standard,False,12.306,
PyGAM,hard_all_features_active,hard,False,6.163,
PyGAM,hard_pairwise_anti_intuitive,hard,False,1.914,
PyGAM,hard_quantitative_sensitivity,hard,False,7.986,
PyGAM,hard_mixed_sign_goes_negative,hard,False,-0.894,
PyGAM,hard_two_feature_perturbation,hard,False,9.098,
PyGAM,insight_simulatability,insight,False,10.89,
PyGAM,insight_sparse_feature_set,insight,True,"x0, x1 only","x0, x1"
PyGAM,insight_nonlinear_threshold,insight,False,~0 (flat for x0<0),
PyGAM,insight_nonlinear_direction,insight,False,5.962,
PyGAM,insight_counterfactual_target,insight,False,3.061,
PyGAM,insight_decision_region,insight,False,1.508,
PyGAM,discrim_simulate_all_active,standard,False,5.372,
PyGAM,discrim_compactness,standard,False,,
PyGAM,discrim_dominant_feature_sample,standard,True,"x0 (coefficient ≈7, value=2.0 >> others)",x0
PyGAM,discrim_unit_sensitivity,standard,False,4.977,
PyGAM,discrim_predict_above_threshold,standard,False,2.29,
PyGAM,discrim_predict_below_threshold,standard,False,0.02,
PyGAM,discrim_simulate_mixed_sign,standard,False,7.43,
PyGAM,discrim_simulate_double_threshold,standard,False,2.203,
PyGAM,discrim_simulate_additive_nonlinear,standard,False,5.749,
PyGAM,discrim_simulate_interaction,standard,False,8.978,
PyGAM,simulatability_eight_features,standard,False,7.865,
PyGAM,simulatability_fifteen_features_sparse,standard,False,21.925,
PyGAM,simulatability_quadratic,standard,False,5.365,
PyGAM,simulatability_triple_interaction,standard,False,1.096,
PyGAM,simulatability_friedman1,standard,False,15.62,
PyGAM,simulatability_cascading_threshold,standard,False,1.79,
PyGAM,simulatability_quadratic_counterfactual,standard,False,12.11,
PyGAM,simulatability_exponential_decay,standard,False,5.056,
PyGAM,simulatability_piecewise_three_segment,standard,False,1.57,
PyGAM,simulatability_twenty_features_sparse,standard,False,14.507,
PyGAM,simulatability_sinusoidal,standard,False,4.789,
PyGAM,simulatability_abs_value,standard,False,3.739,
PyGAM,simulatability_twelve_features_all_active,standard,False,1.289,
PyGAM,simulatability_nested_threshold,standard,False,3.131,
DT_mini,most_important_feature,standard,True,x0,x0
DT_mini,point_prediction,standard,True,10.713,10.71
DT_mini,direction_of_change,standard,False,8.228,
DT_mini,feature_ranking,standard,False,"x0, x1, x2",
DT_mini,threshold_identification,standard,True,0.5,0.50
DT_mini,irrelevant_features,standard,False,"x1, x2, x3, x4 are irrelevant",
DT_mini,sign_of_effect,standard,False,-5.636,
DT_mini,counterfactual_prediction,standard,True,8.874,8.87
DT_mini,hard_all_features_active,hard,False,5.501,
DT_mini,hard_pairwise_anti_intuitive,hard,True,0.078,0.08
DT_mini,hard_quantitative_sensitivity,hard,False,8.8,
DT_mini,hard_mixed_sign_goes_negative,hard,False,0.219,
DT_mini,hard_two_feature_perturbation,hard,True,7.299,7.30
DT_mini,insight_simulatability,insight,True,5.208,5.21
DT_mini,insight_sparse_feature_set,insight,True,"x0, x1 only","x0, x1"
DT_mini,insight_nonlinear_threshold,insight,True,~0 (flat for x0<0),0.23
DT_mini,insight_nonlinear_direction,insight,True,6.484,6.48
DT_mini,insight_counterfactual_target,insight,False,10.0,
DT_mini,insight_decision_region,insight,True,1.519,1.52
DT_mini,discrim_simulate_all_active,standard,False,2.418,
DT_mini,discrim_compactness,standard,False,,
DT_mini,discrim_dominant_feature_sample,standard,True,"x0 (coefficient ≈7, value=2.0 >> others)",x0
DT_mini,discrim_unit_sensitivity,standard,True,5.357,5.35
DT_mini,discrim_predict_above_threshold,standard,False,1.98,
DT_mini,discrim_predict_below_threshold,standard,True,-0.01,-0.01
DT_mini,discrim_simulate_mixed_sign,standard,False,6.942,
DT_mini,discrim_simulate_double_threshold,standard,True,1.986,1.99
DT_mini,discrim_simulate_additive_nonlinear,standard,True,5.668,5.67
DT_mini,discrim_simulate_interaction,standard,True,9.903,9.90
DT_mini,simulatability_eight_features,standard,False,10.125,
DT_mini,simulatability_fifteen_features_sparse,standard,True,16.23,16.23
DT_mini,simulatability_quadratic,standard,True,3.807,3.81
DT_mini,simulatability_triple_interaction,standard,False,-0.448,
DT_mini,simulatability_friedman1,standard,True,15.974,15.97
DT_mini,simulatability_cascading_threshold,standard,False,1.321,5.67
DT_mini,simulatability_quadratic_counterfactual,standard,True,11.15,11.15
DT_mini,simulatability_exponential_decay,standard,True,4.888,4.89
DT_mini,simulatability_piecewise_three_segment,standard,True,1.791,1.79
DT_mini,simulatability_twenty_features_sparse,standard,False,13.4,
DT_mini,simulatability_sinusoidal,standard,False,3.701,1.99
DT_mini,simulatability_abs_value,standard,True,3.811,3.81
DT_mini,simulatability_twelve_features_all_active,standard,True,5.981,5.98
DT_mini,simulatability_nested_threshold,standard,False,2.004,
DT_large,most_important_feature,standard,True,x0,x0
DT_large,point_prediction,standard,False,9.228,
DT_large,direction_of_change,standard,False,7.946,
DT_large,feature_ranking,standard,False,"x0, x1, x2",
DT_large,threshold_identification,standard,True,0.5,0.50
DT_large,irrelevant_features,standard,False,"x1, x2, x3, x4 are irrelevant",
DT_large,sign_of_effect,standard,False,-4.817,
DT_large,counterfactual_prediction,standard,False,9.286,
DT_large,hard_all_features_active,hard,True,4.841,4.84
DT_large,hard_pairwise_anti_intuitive,hard,False,-0.393,
DT_large,hard_quantitative_sensitivity,hard,False,9.633,
DT_large,hard_mixed_sign_goes_negative,hard,False,-0.981,
DT_large,hard_two_feature_perturbation,hard,True,7.299,7.30
DT_large,insight_simulatability,insight,True,8.13,8.13
DT_large,insight_sparse_feature_set,insight,True,"x0, x1 only","x0, x1"
DT_large,insight_nonlinear_threshold,insight,False,~0 (flat for x0<0),
DT_large,insight_nonlinear_direction,insight,True,6.083,5.04
DT_large,insight_counterfactual_target,insight,False,10.0,
DT_large,insight_decision_region,insight,False,1.519,
DT_large,discrim_simulate_all_active,standard,True,5.641,5.64
DT_large,discrim_compactness,standard,False,,
DT_large,discrim_dominant_feature_sample,standard,False,"x0 (coefficient ≈7, value=2.0 >> others)",
DT_large,discrim_unit_sensitivity,standard,False,6.5,
DT_large,discrim_predict_above_threshold,standard,True,1.99,1.99
DT_large,discrim_predict_below_threshold,standard,False,-0.01,
DT_large,discrim_simulate_mixed_sign,standard,True,3.682,3.68
DT_large,discrim_simulate_double_threshold,standard,True,1.984,1.98
DT_large,discrim_simulate_additive_nonlinear,standard,False,6.501,
DT_large,discrim_simulate_interaction,standard,True,15.318,15.32
DT_large,simulatability_eight_features,standard,True,9.239,9.24
DT_large,simulatability_fifteen_features_sparse,standard,True,18.507,18.51
DT_large,simulatability_quadratic,standard,True,3.807,3.81
DT_large,simulatability_triple_interaction,standard,False,-0.448,
DT_large,simulatability_friedman1,standard,True,16.662,16.66
DT_large,simulatability_cascading_threshold,standard,False,2.035,
